,uiLogName,variationPercentage,numberOfOccurrancesToBeDiscovered,motifLength,percentageMotifsOverLog,logLength,motifSpots,caseIds,motifsToBeDiscovered
198,LenLog_1_10_1_20_25_2-5_20000.csv,10,20,25,2.5,20000,"[19195, 18923, 17064, 16796, 15359, 15215, 14846, 14731, 13697, 12850, 11590, 10493, 10093, 9568, 8563, 5676, 4624, 1452, 1319, 596]","[519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000, 519211358000000]",1
199,LenLog_1_20_1_20_25_2-5_20000.csv,20,20,25,2.5,20000,"[19487, 19106, 18676, 15810, 12949, 12790, 11534, 9890, 9757, 7541, 5549, 4233, 3941, 3660, 2705, 2137, 1568, 1118, 692, 119]","[117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000, 117015910000000]",1
200,LenLog_1_10_1_20_5_5_2000.csv,10,20,5,5,2000,"[1827, 1754, 1719, 1578, 1528, 1510, 1431, 1356, 1275, 1176, 1149, 1040, 883, 657, 491, 482, 428, 419, 338, 126]","[1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000, 1025235204000000]",1
201,LenLog_1_20_1_20_5_5_2000.csv,20,20,5,5,2000,"[2090, 2024, 1972, 1752, 1591, 1455, 1442, 1187, 1168, 1101, 1020, 996, 896, 812, 666, 594, 542, 396, 334, 261]","[401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000, 401201114000000]",1
202,LenLog_1_10_1_20_10_5_4000.csv,10,20,10,5,4000,"[3989, 3895, 3801, 3519, 3258, 3099, 2692, 2662, 2623, 2596, 2386, 2159, 2119, 2057, 1829, 1750, 1542, 663, 642, 511]","[423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000, 423155527000000]",1
203,LenLog_1_20_1_20_10_5_4000.csv,20,20,10,5,4000,"[4069, 3950, 3602, 3512, 3438, 3393, 2826, 2788, 2776, 2405, 2374, 2287, 2248, 1875, 1572, 1053, 780, 310, 127, 92]","[213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000, 213092116000000]",1
204,LenLog_1_10_1_20_15_5_6000.csv,10,20,15,5,6000,"[5963, 5603, 4360, 3593, 3026, 2788, 2770, 2737, 2720, 2502, 2440, 1671, 1524, 1149, 957, 784, 565, 335, 255, 37]","[905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000, 905132930000000]",1
205,LenLog_1_20_1_20_15_5_6000.csv,20,20,15,5,6000,"[6201, 5999, 5332, 4981, 4564, 4216, 2994, 2379, 2267, 2139, 2087, 1930, 1365, 914, 897, 427, 366, 296, 205, 152]","[705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000, 705233709000000]",1
206,LenLog_1_10_1_20_20_5_8000.csv,10,20,20,5,8000,"[7696, 7608, 7150, 6767, 6351, 6265, 4562, 4505, 4446, 4130, 4044, 3637, 3425, 3259, 2020, 1866, 1640, 1272, 289, 92]","[618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000, 618224916000000]",1
207,LenLog_1_20_1_20_20_5_8000.csv,20,20,20,5,8000,"[7410, 7072, 6533, 5880, 4730, 4346, 4205, 4077, 3851, 3176, 3043, 2587, 2540, 2481, 2450, 2304, 2269, 1702, 485, 429]","[523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000, 523162059000000]",1
208,LenLog_1_10_1_20_25_5_10000.csv,10,20,25,5,10000,"[9525, 8774, 8715, 7989, 7948, 7294, 7197, 5849, 5315, 5193, 4902, 4302, 3625, 3389, 2426, 2211, 2112, 1166, 1001, 425]","[1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000, 1103132502000000]",1
209,LenLog_1_20_1_20_25_5_10000.csv,20,20,25,5,10000,"[10472, 10430, 9769, 9151, 8951, 8156, 7371, 6946, 6517, 6490, 6382, 6318, 6008, 3459, 2287, 2136, 1697, 1249, 940, 802]","[617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000, 617032010000000]",1
210,LenLog_1_10_1_20_5_10_1000.csv,10,20,5,10,1000,"[951, 930, 912, 877, 825, 697, 614, 564, 548, 445, 360, 296, 289, 251, 199, 123, 103, 61, 29, 23]","[507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000, 507064304000000]",1
211,LenLog_1_20_1_20_5_10_1000.csv,20,20,5,10,1000,"[1082, 962, 939, 911, 768, 682, 651, 588, 534, 489, 470, 459, 422, 398, 363, 251, 246, 159, 124, 104]","[817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000, 817143941000000]",1
212,LenLog_1_10_1_20_10_10_2000.csv,10,20,10,10,2000,"[1973, 1889, 1434, 1419, 1403, 1368, 1357, 1338, 1160, 1060, 891, 863, 840, 789, 616, 579, 430, 354, 151, 60]","[1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000, 1016023408000000]",1
213,LenLog_1_20_1_20_10_10_2000.csv,20,20,10,10,2000,"[2095, 1943, 1820, 1808, 1573, 1551, 1537, 1433, 1296, 1254, 1241, 893, 863, 762, 688, 644, 598, 525, 511, 311]","[625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000]",1
214,LenLog_1_10_1_20_15_10_3000.csv,10,20,15,10,3000,"[2854, 2780, 2720, 2558, 2396, 2188, 2055, 1926, 1869, 1743, 1677, 1493, 1214, 1145, 1041, 681, 497, 311, 145, 120]","[909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000, 909175756000000]",1
215,LenLog_1_20_1_20_15_10_3000.csv,20,20,15,10,3000,"[3141, 2620, 2407, 2372, 2317, 2112, 2003, 1943, 1905, 1565, 1505, 1219, 1173, 1157, 1041, 845, 654, 370, 260, 222]","[808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000, 808190435000000]",1
216,LenLog_1_10_1_20_20_10_4000.csv,10,20,20,10,4000,"[3690, 3321, 3129, 2967, 2864, 2810, 2612, 2523, 2385, 2151, 1972, 1948, 1735, 1617, 1358, 1086, 909, 472, 288, 45]","[621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000, 621113115000000]",1
217,LenLog_1_20_1_20_20_10_4000.csv,20,20,20,10,4000,"[4125, 3499, 3244, 3222, 2644, 2242, 1640, 1603, 1377, 1320, 1249, 1052, 835, 762, 724, 685, 660, 610, 423, 86]","[302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000, 302012254000000]",1
218,LenLog_1_10_1_20_25_10_5000.csv,10,20,25,10,5000,"[4868, 4282, 4024, 3821, 3784, 3576, 3354, 3197, 3149, 2483, 2175, 2030, 1886, 1672, 1625, 1468, 1280, 878, 801, 690]","[930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000, 930082438000000]",1
219,LenLog_1_20_1_20_25_10_5000.csv,20,20,25,10,5000,"[5335, 5307, 4713, 4641, 3559, 3522, 2919, 2616, 2327, 2114, 1919, 1878, 1731, 1361, 1130, 948, 337, 275, 107, 36]","[727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000, 727114948000000]",1
220,LenLog_1_10_1_30_5_1_15000.csv,10,30,5,1,15000,"[14907, 14548, 14179, 13229, 12115, 12016, 11912, 10879, 10614, 9963, 9572, 8929, 8915, 8617, 7183, 6877, 6638, 5892, 4935, 4660, 4396, 4271, 3121, 2364, 2113, 1903, 1133, 888, 474, 428]","[706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000]",1
221,LenLog_1_20_1_30_5_1_15000.csv,20,30,5,1,15000,"[14031, 13295, 13064, 12980, 12944, 12351, 12016, 10873, 10677, 10351, 9705, 9264, 8878, 8784, 8731, 8032, 7779, 7300, 6816, 6341, 5751, 5385, 5325, 4133, 3503, 2782, 2534, 2419, 1349, 213]","[224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000, 224080705000000]",1
222,LenLog_1_10_1_30_10_1_30000.csv,10,30,10,1,30000,"[29104, 29077, 28886, 28726, 28012, 25815, 25642, 25582, 25173, 24818, 20987, 20757, 20542, 20319, 18807, 17773, 17390, 17100, 15652, 11465, 11055, 11041, 10571, 8158, 7150, 6081, 5078, 4670, 3381, 2862]","[529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000, 529164131000000]",1
223,LenLog_1_20_1_30_10_1_30000.csv,20,30,10,1,30000,"[26238, 25446, 23837, 22379, 19251, 18934, 18457, 18426, 14978, 14404, 13938, 13035, 12778, 12304, 12239, 11745, 10736, 10699, 9861, 9515, 8316, 8052, 7020, 6965, 6645, 5597, 3107, 2812, 2268, 201]","[924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000, 924205845000000]",1
224,LenLog_1_10_1_30_15_1_45000.csv,10,30,15,1,45000,"[44640, 43541, 43306, 39281, 34260, 33983, 32771, 31397, 30944, 30351, 29871, 27748, 26743, 26315, 23973, 21983, 21297, 19733, 15446, 13747, 13193, 12548, 12412, 11321, 10053, 9778, 9613, 3073, 1241, 992]","[623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000, 623053214000000]",1
225,LenLog_1_20_1_30_15_1_45000.csv,20,30,15,1,45000,"[44950, 44499, 44482, 41636, 37690, 37464, 37080, 36428, 34768, 34397, 33552, 33495, 30992, 25613, 25399, 25275, 21062, 18901, 16946, 14809, 12823, 12276, 12164, 10049, 9944, 6774, 4287, 3018, 2359, 777]","[118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000, 118180938000000]",1
226,LenLog_1_10_1_30_20_1_60000.csv,10,30,20,1,60000,"[58964, 57419, 54850, 53760, 51479, 50062, 42830, 36336, 33871, 32026, 31794, 31230, 30672, 30527, 30107, 29765, 26163, 22977, 22690, 18289, 17843, 17805, 17762, 16871, 15244, 14058, 12874, 12822, 10464, 10042]","[509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000, 509100603000000]",1
227,LenLog_1_20_1_30_20_1_60000.csv,20,30,20,1,60000,"[59057, 58089, 57949, 56497, 56420, 55235, 55195, 49206, 48266, 46070, 42536, 42346, 34367, 34300, 29851, 28635, 26378, 26307, 25535, 24270, 23490, 20055, 19118, 18572, 16111, 12567, 9007, 2542, 2498, 1155]","[605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000, 605084218000000]",1
228,LenLog_1_10_1_30_25_1_75000.csv,10,30,25,1,75000,"[71419, 69407, 62690, 59300, 57462, 56667, 50995, 50061, 48534, 46949, 45784, 44358, 42275, 41653, 40507, 39895, 39237, 38666, 30376, 23143, 22886, 22822, 21238, 15314, 12159, 5970, 4203, 2335, 1724, 735]","[826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000, 826081857000000]",1
229,LenLog_1_20_1_30_25_1_75000.csv,20,30,25,1,75000,"[74664, 72441, 69545, 69018, 68661, 65917, 65526, 62998, 62897, 62857, 60184, 59054, 57966, 54668, 52491, 48662, 48337, 45588, 43995, 41592, 40767, 37391, 34606, 34089, 31843, 26472, 25119, 8162, 4211, 1156]","[411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000, 411085830000000]",1
230,LenLog_1_10_1_30_5_2-5_6000.csv,10,30,5,2.5,6000,"[5963, 5902, 5856, 5793, 5671, 5625, 5454, 5366, 5291, 5155, 4926, 4191, 3990, 3818, 3809, 3778, 3415, 3307, 3257, 3206, 3161, 3061, 2373, 2153, 1642, 1387, 699, 680, 347, 99]","[115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000, 115050627000000]",1
231,LenLog_1_20_1_30_5_2-5_6000.csv,20,30,5,2.5,6000,"[6083, 5948, 5849, 5827, 5792, 5710, 5344, 5267, 5066, 4879, 4387, 4334, 4115, 4085, 3916, 3904, 3864, 3657, 3236, 3000, 2976, 2387, 2213, 1589, 1345, 1063, 994, 896, 776, 663]","[613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000, 613012524000000]",1
232,LenLog_1_10_1_30_10_2-5_12000.csv,10,30,10,2.5,12000,"[11913, 11899, 11570, 11507, 9672, 9225, 8074, 8049, 7748, 7589, 7030, 6629, 5694, 5342, 4838, 4721, 4560, 4385, 4194, 3947, 3349, 3327, 2544, 2320, 2234, 1317, 839, 691, 370, 151]","[717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000, 717083105000000]",1
233,LenLog_1_20_1_30_10_2-5_12000.csv,20,30,10,2.5,12000,"[12124, 12070, 12000, 11680, 11633, 11550, 11404, 10929, 9946, 9544, 8741, 8122, 8099, 7743, 7214, 6436, 5879, 5724, 5030, 4768, 4564, 4264, 3880, 3781, 3028, 1208, 1037, 834, 237, 72]","[911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000, 911063031000000]",1
234,LenLog_1_10_1_30_15_2-5_18000.csv,10,30,15,2.5,18000,"[17834, 15391, 14790, 14657, 13987, 12729, 12473, 12386, 12345, 11711, 10565, 10150, 9527, 9279, 9051, 8955, 8625, 8053, 7900, 6833, 5711, 5001, 3973, 3881, 3795, 2879, 2522, 2168, 1485, 314]","[409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000, 409163352000000]",1
235,LenLog_1_20_1_30_15_2-5_18000.csv,20,30,15,2.5,18000,"[17536, 17104, 16429, 15953, 15567, 14774, 14181, 13542, 12510, 12490, 11984, 11242, 10550, 10175, 10150, 10107, 7551, 7460, 7237, 5222, 4995, 4963, 4495, 3027, 2777, 1311, 888, 630, 379, 95]","[705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000, 705232933000000]",1
236,LenLog_1_10_1_30_20_2-5_24000.csv,10,30,20,2.5,24000,"[22945, 21350, 21172, 21132, 20875, 20575, 19974, 16312, 15885, 15210, 14947, 14198, 11825, 11306, 10842, 9895, 9428, 8697, 8644, 7830, 7426, 7324, 7013, 6670, 5672, 5356, 4889, 2487, 2454, 538]","[705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000, 705001059000000]",1
237,LenLog_1_20_1_30_20_2-5_24000.csv,20,30,20,2.5,24000,"[23999, 22632, 22462, 22350, 21735, 20973, 20211, 17826, 16694, 15559, 15075, 14969, 14703, 14572, 12709, 12403, 9894, 9532, 8393, 7610, 7364, 7287, 6764, 4422, 3911, 2236, 1973, 1756, 1122, 558]","[719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000, 719034708000000]",1
238,LenLog_1_10_1_30_25_2-5_30000.csv,10,30,25,2.5,30000,"[29371, 28510, 28474, 27478, 26807, 24343, 23891, 22805, 22047, 21746, 21622, 19545, 18191, 17892, 15883, 14417, 13152, 10729, 9948, 9292, 8584, 7417, 6345, 6077, 4334, 3778, 2515, 1275, 866, 674]","[501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000, 501065737000000]",1
239,LenLog_1_20_1_30_25_2-5_30000.csv,20,30,25,2.5,30000,"[30482, 28489, 28232, 28140, 26651, 26610, 24207, 23200, 22828, 21558, 20275, 20147, 15373, 15160, 11435, 10183, 9426, 8991, 8455, 6750, 6302, 5619, 5380, 5299, 4960, 3977, 2914, 2384, 1828, 1571]","[327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000, 327162856000000]",1
240,LenLog_1_10_1_30_5_5_3000.csv,10,30,5,5,3000,"[2848, 2778, 2666, 2627, 2370, 2195, 2188, 2081, 2050, 1959, 1931, 1879, 1787, 1747, 1676, 1624, 1618, 1577, 1531, 1225, 968, 917, 852, 821, 509, 443, 258, 175, 38, 8]","[417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000, 417161711000000]",1
241,LenLog_1_20_1_30_5_5_3000.csv,20,30,5,5,3000,"[3069, 2825, 2771, 2687, 2586, 2560, 2548, 2543, 2429, 2359, 2291, 2161, 2040, 2007, 1925, 1773, 1749, 1676, 1636, 1570, 1473, 1050, 1008, 843, 821, 621, 575, 522, 380, 157]","[908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000, 908123553000000]",1
